"MainID","Time","Pop"
6575,"1972",33
6575,"1973",36
6575,"1974",39
6575,"1975",33
6575,"1976",34
6575,"1977",29
6575,"1978",36
6575,"1979",32
6575,"1980",38
6575,"1981",39
6575,"1982",32
6575,"1983",34
6575,"1984",34
6575,"1985",33
6575,"1986",33
6575,"1987",36
6575,"1988",35
6575,"1989",30
